PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME,TEAM_NAME_CURRENT,TEAM_CITY,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,DRAFT_YEAR,DRAFT_NUMBER,IMAGE_NAME,SEASON_ID,DATA_TYPE,Team_ID
1642349,00,0.0,36,1,596.0,91,184,0.494565217391,23,60,0.383333333333,29,35,0.828571428571,18,50,68,64,25,4,29,68,234,Ajay Mitchell,Thunder,Oklahoma City,Guard,6-5,190,Belgium,2002-06-25T00:00:00,2024,38,https://cdn.nba.com/headshots/nba/latest/1040x760/1642349.png,2024-25,Carreer,
201143,00,0.0,1138,1078,35917.0,6062,11900,0.509411764705,976,2589,0.376979528775,1605,2104,0.762832699619,2169,6775,8944,3629,866,1300,1569,2416,14705,Al Horford,Celtics,Boston,Center-Forward,6-9,240,Dominican Republic,1986-06-03T00:00:00,2007,3,https://cdn.nba.com/headshots/nba/latest/1040x760/201143.png,2024-25,Carreer,
202692,00,0.0,791,158,17575.0,2756,6641,0.414997741304,975,2525,0.386138613861,1859,2309,0.805110437418,428,2214,2642,1521,532,159,903,1394,8346,Alec Burks,Heat,Miami,Guard,6-5,214,USA,1991-07-20T00:00:00,2011,12,https://cdn.nba.com/headshots/nba/latest/1040x760/202692.png,2024-25,Carreer,
1627936,00,0.0,417,133,9287.0,1005,2282,0.440403155127,425,1130,0.37610619469,422,557,0.757630161579,258,943,1201,1178,557,213,486,860,2857,Alex Caruso,Thunder,Oklahoma City,Guard,6-5,186,USA,1994-02-28T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1627936.png,2024-25,Carreer,
1642505,00,0.0,21,0,125.0,12,30,0.4,10,21,0.47619047619,2,2,1.0,9,17,26,5,5,0,4,12,36,Alex Ducas,Thunder,Oklahoma City,Guard,6-7,220,Australia,2000-12-11T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1642505.png,2024-25,Carreer,
203458,00,0.0,690,244,11755.0,1780,3491,0.509882555141,112,348,0.321839080459,936,1380,0.678260869565,1186,2438,3624,589,248,615,738,1615,4608,Alex Len,Lakers,Los Angeles,Center,7-0,250,Ukraine,1993-06-16T00:00:00,2013,5,https://cdn.nba.com/headshots/nba/latest/1040x760/203458.png,2024-25,Carreer,
1642024,00,0.0,15,0,216.0,26,54,0.481481481481,15,41,0.365853658536,9,12,0.75,9,38,47,4,10,10,6,21,76,Alex Reese,76ers,Philadelphia,Forward-Center,6-9,245,USA,1999-05-21T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1642024.png,2024-25,Carreer,
1642259,00,0.0,67,67,1814.0,326,828,0.393719806763,105,341,0.307917888563,112,165,0.678787878787,124,311,435,161,44,101,114,146,869,Alex Sarr,Wizards,Washington,Center,7-0,205,France,2005-04-26T00:00:00,2024,2,https://cdn.nba.com/headshots/nba/latest/1040x760/1642259.png,2024-25,Carreer,
1631214,00,0.0,9,0,24.0,4,10,0.4,1,5,0.2,1,1,1.0,0,2,2,1,0,1,4,3,10,Alondes Williams,,,Guard,6-4,210,USA,1999-06-19T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1631214.png,2024-25,Carreer,
1641708,00,0.0,131,65,3613.0,627,1143,0.548556430446,33,149,0.221476510067,275,402,0.68407960199,340,633,973,428,175,127,228,308,1562,Amen Thompson,Rockets,Houston,Guard-Forward,6-7,200,USA,2003-01-30T00:00:00,2023,4,https://cdn.nba.com/headshots/nba/latest/1040x760/1641708.png,2024-25,Carreer,
1629599,00,0.0,323,67,5954.0,741,1630,0.454601226993,307,800,0.38375,359,429,0.836829836829,118,501,619,366,141,43,167,409,2148,Amir Coffey,Clippers,LA,Guard-Forward,6-7,210,USA,1997-06-17T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1629599.png,2024-25,Carreer,
203083,00,0.0,904,663,24218.0,4740,8753,0.541528618759,18,140,0.128571428571,1795,3696,0.48566017316,3765,7216,10981,1107,1133,1148,1622,2599,11293,Andre Drummond,76ers,Philadelphia,Center,6-11,279,USA,1993-08-10T00:00:00,2012,9,https://cdn.nba.com/headshots/nba/latest/1040x760/203083.png,2024-25,Carreer,
1641748,00,0.0,124,51,1552.0,144,297,0.484848484848,47,122,0.385245901639,20,35,0.571428571428,108,187,295,133,50,20,86,206,355,Andre Jackson Jr.,Bucks,Milwaukee,Guard,6-6,209,USA,2001-11-13T00:00:00,2023,36,https://cdn.nba.com/headshots/nba/latest/1040x760/1641748.png,2024-25,Carreer,
1629614,00,0.0,208,175,5650.0,791,1705,0.463929618768,204,609,0.334975369458,202,254,0.795275590551,105,451,556,947,212,30,339,471,1988,Andrew Nembhard,Pacers,Indiana,Guard-Forward,6-4,191,Canada,2000-01-16T00:00:00,2022,31,https://cdn.nba.com/headshots/nba/latest/1040x760/1629614.png,2024-25,Carreer,
203952,00,0.0,766,754,25888.0,5263,11713,0.44932980449,1147,3219,0.35632183908,2496,3442,0.725159790819,997,2428,3425,1755,742,518,1425,1653,14169,Andrew Wiggins,Heat,Miami,Forward,6-7,197,Canada,1995-02-23T00:00:00,2014,1,https://cdn.nba.com/headshots/nba/latest/1040x760/203952.png,2024-25,Carreer,
1641710,00,0.0,147,43,3051.0,377,867,0.434832756632,99,289,0.342560553633,199,277,0.718411552346,85,284,369,331,121,69,195,276,1052,Anthony Black,Magic,Orlando,Guard,6-7,200,USA,2004-01-20T00:00:00,2023,6,https://cdn.nba.com/headshots/nba/latest/1040x760/1641710.png,2024-25,Carreer,
203076,00,0.0,787,780,27115.0,7100,13589,0.522481418794,375,1269,0.295508274231,4403,5546,0.79390551749,2086,6329,8415,2009,1033,1815,1573,1840,18978,Anthony Davis,Mavericks,Dallas,Forward-Center,6-10,253,USA,1993-03-11T00:00:00,2012,1,https://cdn.nba.com/headshots/nba/latest/1040x760/203076.png,2024-25,Carreer,
1630162,00,0.0,381,363,13263.0,3200,7167,0.44649086089,1109,3043,0.364442983897,1588,1976,0.803643724696,281,1736,2017,1600,504,233,1099,770,9097,Anthony Edwards,Timberwolves,Minnesota,Guard,6-4,225,USA,2001-08-05T00:00:00,2020,1,https://cdn.nba.com/headshots/nba/latest/1040x760/1630162.png,2024-25,Carreer,
1630264,00,0.0,230,15,2170.0,281,549,0.511839708561,45,151,0.298013245033,166,221,0.751131221719,141,254,395,122,44,40,74,233,773,Anthony Gill,Wizards,Washington,Forward,6-8,230,USA,1992-10-17T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630264.png,2024-25,Carreer,
1641817,00,0.0,9,0,22.0,4,9,0.444444444444,0,1,0.0,0,0,0.0,1,2,3,2,1,0,2,3,8,Anton Watson,Knicks,New York,Forward,6-8,225,USA,2000-10-06T00:00:00,2024,54,https://cdn.nba.com/headshots/nba/latest/1040x760/1641817.png,2024-25,Carreer,
1641810,00,0.0,44,6,659.0,113,248,0.45564516129,51,129,0.395348837209,28,35,0.8,18,45,63,39,21,4,30,40,305,Antonio Reeves,Pelicans,New Orleans,Guard,6-5,205,USA,2002-11-20T00:00:00,2024,47,https://cdn.nba.com/headshots/nba/latest/1040x760/1641810.png,2024-25,Carreer,
1630574,00,0.0,25,1,217.0,21,31,0.677419354838,0,0,0.0,6,13,0.461538461538,14,37,51,11,1,15,21,32,48,Ariel Hukporti,Knicks,New York,Center,6-11,246,Germany,2002-04-12T00:00:00,2024,58,https://cdn.nba.com/headshots/nba/latest/1040x760/1630574.png,2024-25,Carreer,
1642422,00,0.0,9,0,66.0,6,19,0.315789473684,0,7,0.0,2,7,0.285714285714,2,13,15,1,4,2,3,6,14,Armel Traoré,,,Forward,6-9,245,France,2003-01-23T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1642422.png,2024-25,Carreer,
1641709,00,0.0,122,86,2910.0,478,940,0.508510638297,32,162,0.197530864197,162,261,0.620689655172,240,465,705,254,166,99,164,339,1150,Ausar Thompson,Pistons,Detroit,Guard-Forward,6-6,205,USA,2003-01-30T00:00:00,2023,5,https://cdn.nba.com/headshots/nba/latest/1040x760/1641709.png,2024-25,Carreer,
1630559,00,0.0,280,171,8440.0,1339,2785,0.48078994614,493,1334,0.369565217391,881,1021,0.862879529872,196,871,1067,1196,209,86,490,499,4052,Austin Reaves,Lakers,Los Angeles,Guard,6-5,197,USA,1998-05-29T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630559.png,2024-25,Carreer,
1630245,00,0.0,279,154,7813.0,1140,2273,0.501539815222,310,859,0.360884749708,266,344,0.773255813953,152,659,811,912,233,109,379,635,2856,Ayo Dosunmu,Bulls,Chicago,Guard,6-5,200,USA,2000-01-17T00:00:00,2021,38,https://cdn.nba.com/headshots/nba/latest/1040x760/1630245.png,2024-25,Carreer,
1628389,00,0.0,567,463,17354.0,3428,6389,0.536547190483,102,325,0.313846153846,1965,2598,0.75635103926,1266,3758,5024,2044,607,489,1218,1368,8923,Bam Adebayo,Heat,Miami,Center-Forward,6-9,255,USA,1997-07-18T00:00:00,2017,14,https://cdn.nba.com/headshots/nba/latest/1040x760/1628389.png,2024-25,Carreer,
1631097,00,0.0,209,85,5910.0,1100,2467,0.445885691122,278,812,0.342364532019,836,1010,0.827722772277,234,701,935,371,130,51,384,441,3314,Bennedict Mathurin,Pacers,Indiana,Guard-Forward,6-5,210,Canada,2002-06-19T00:00:00,2022,6,https://cdn.nba.com/headshots/nba/latest/1040x760/1631097.png,2024-25,Carreer,
1641731,00,0.0,122,74,3662.0,451,1056,0.427083333333,127,409,0.310513447432,230,316,0.727848101265,147,403,550,309,135,89,212,276,1259,Bilal Coulibaly,Wizards,Washington,Guard,6-8,195,France,2004-07-26T00:00:00,2023,7,https://cdn.nba.com/headshots/nba/latest/1040x760/1641731.png,2024-25,Carreer,
202687,00,0.0,867,377,16912.0,1720,3205,0.536661466458,0,3,0.0,955,1733,0.551067512983,1649,3460,5109,582,233,1100,793,1874,4395,Bismack Biyombo,Spurs,San Antonio,Center,6-8,255,DRC,1992-08-28T00:00:00,2011,7,https://cdn.nba.com/headshots/nba/latest/1040x760/202687.png,2024-25,Carreer,
1631104,00,0.0,156,4,2228.0,252,616,0.40909090909,49,165,0.296969696969,116,183,0.63387978142,47,190,237,378,91,20,174,202,669,Blake Wesley,Spurs,San Antonio,Guard,6-3,185,USA,2003-03-16T00:00:00,2022,25,https://cdn.nba.com/headshots/nba/latest/1040x760/1631104.png,2024-25,Carreer,
1626171,00,0.0,654,153,14907.0,3166,6624,0.477958937198,737,1925,0.382857142857,749,979,0.765066394279,1236,3449,4685,850,395,247,716,1266,7818,Bobby Portis,Bucks,Milwaukee,Forward,6-10,250,USA,1995-02-10T00:00:00,2015,22,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png,2024-25,Carreer,
1641752,00,0.0,8,0,42.0,6,10,0.6,2,5,0.4,1,2,0.5,1,6,7,7,2,1,1,8,15,Bobi Klintman,Pistons,Detroit,Forward,6-9,225,Sweden,2003-03-06T00:00:00,2024,37,https://cdn.nba.com/headshots/nba/latest/1040x760/1641752.png,2024-25,Carreer,
203992,00,0.0,503,197,14299.0,2605,5963,0.436860640617,1233,3224,0.382444168734,730,863,0.845886442641,246,1433,1679,1616,505,128,719,1070,7173,Bogdan Bogdanović,Clippers,LA,Guard,6-5,225,Serbia,1992-08-18T00:00:00,2014,27,https://cdn.nba.com/headshots/nba/latest/1040x760/203992.png,2024-25,Carreer,
1629626,00,0.0,202,45,2750.0,504,925,0.544864864864,98,295,0.33220338983,137,183,0.748633879781,130,579,709,126,55,153,178,183,1243,Bol Bol,Suns,Phoenix,Center-Forward,7-3,220,Sudan,1999-11-16T00:00:00,2019,44,https://cdn.nba.com/headshots/nba/latest/1040x760/1629626.png,2024-25,Carreer,
1630538,00,0.0,186,10,3174.0,602,1511,0.398411647915,324,890,0.36404494382,234,276,0.847826086956,44,359,403,488,124,43,237,329,1762,Bones Hyland,Timberwolves,Minnesota,Guard,6-2,169,USA,2000-09-14T00:00:00,2021,26,https://cdn.nba.com/headshots/nba/latest/1040x760/1630538.png,2024-25,Carreer,
203078,00,0.0,801,752,27559.0,6346,13664,0.464432084309,1717,4569,0.375793390238,2848,3467,0.82145947505,689,2557,3246,3432,882,339,1938,1805,17257,Bradley Beal,Suns,Phoenix,Guard,6-4,207,USA,1993-06-28T00:00:00,2012,3,https://cdn.nba.com/headshots/nba/latest/1040x760/203078.png,2024-25,Carreer,
1642382,00,0.0,32,0,246.0,43,97,0.443298969072,22,66,0.333333333333,14,18,0.777777777777,17,37,54,14,5,21,7,22,122,Branden Carlson,Thunder,Oklahoma City,Center,7-0,220,USA,1999-06-14T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1642382.png,2024-25,Carreer,
1641764,00,0.0,138,61,3684.0,551,1226,0.44942903752,205,543,0.37753222836,122,174,0.701149425287,183,569,752,493,130,27,163,217,1429,Brandin Podziemski,Warriors,Golden State,Guard,6-4,205,USA,2003-02-25T00:00:00,2023,19,https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png,2024-25,Carreer,
1630527,00,0.0,147,11,2346.0,407,989,0.411526794742,109,332,0.328313253012,178,228,0.780701754385,71,256,327,176,99,30,119,177,1101,Brandon Boston,Pelicans,New Orleans,Guard,6-6,188,USA,2001-11-28T00:00:00,2021,51,https://cdn.nba.com/headshots/nba/latest/1040x760/1630527.png,2024-25,Carreer,
1629634,00,0.0,307,48,6392.0,1338,2209,0.605703938433,51,192,0.265625,409,586,0.69795221843,556,1127,1683,409,222,246,221,590,3136,Brandon Clarke,Grizzlies,Memphis,Forward,6-8,215,Canada,1996-09-19T00:00:00,2019,21,https://cdn.nba.com/headshots/nba/latest/1040x760/1629634.png,2024-25,Carreer,
1627742,00,0.0,495,456,16315.0,3528,7541,0.467842461212,687,1892,0.36310782241,1913,2429,0.787566899958,361,2205,2566,2130,358,280,1268,1198,9656,Brandon Ingram,Raptors,Toronto,Forward,6-8,190,USA,1997-09-02T00:00:00,2016,2,https://cdn.nba.com/headshots/nba/latest/1040x760/1627742.png,2024-25,Carreer,
1641706,00,0.0,101,95,3306.0,674,1574,0.428208386277,288,786,0.36641221374,211,252,0.837301587301,85,361,446,273,95,62,208,258,1847,Brandon Miller,Hornets,Charlotte,Forward,6-7,200,USA,2002-11-22T00:00:00,2023,2,https://cdn.nba.com/headshots/nba/latest/1040x760/1641706.png,2024-25,Carreer,
1630314,00,0.0,74,19,1239.0,223,524,0.425572519083,58,181,0.32044198895,134,180,0.744444444444,35,110,145,187,49,16,104,89,638,Brandon Williams,Mavericks,Dallas,Guard,6-1,190,USA,1999-11-22T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630314.png,2024-25,Carreer,
1630296,00,0.0,37,0,277.0,41,94,0.436170212765,8,27,0.296296296296,18,29,0.620689655172,17,54,71,20,14,12,13,31,108,Braxton Key,Warriors,Golden State,Forward,6-8,225,USA,1997-02-14T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1630296.png,2024-25,Carreer,
1642355,00,0.0,27,1,181.0,21,67,0.31343283582,9,32,0.28125,11,14,0.785714285714,4,14,18,22,9,3,13,13,62,Bronny James,Lakers,Los Angeles,Guard,6-3,210,USA,2004-10-06T00:00:00,2024,55,https://cdn.nba.com/headshots/nba/latest/1040x760/1642355.png,2024-25,Carreer,
201572,00,0.0,1105,1065,33522.0,6680,13447,0.496765077712,1075,3055,0.351882160392,3082,3865,0.797412677878,2161,4576,6737,1614,633,2060,1751,2868,17517,Brook Lopez,Bucks,Milwaukee,Center,7-1,282,USA,1988-04-01T00:00:00,2008,10,https://cdn.nba.com/headshots/nba/latest/1040x760/201572.png,2024-25,Carreer,
1628971,00,0.0,457,268,11375.0,1580,3322,0.475617098133,283,841,0.336504161712,602,784,0.767857142857,476,1453,1929,1117,418,223,504,1070,4045,Bruce Brown,Pelicans,New Orleans,Guard-Forward,6-4,202,USA,1996-08-15T00:00:00,2018,42,https://cdn.nba.com/headshots/nba/latest/1040x760/1628971.png,2024-25,Carreer,
1628981,00,0.0,220,21,2325.0,351,646,0.54334365325,6,49,0.122448979591,164,251,0.653386454183,235,477,712,161,58,102,160,362,872,Bruno Fernando,,,Forward-Center,6-9,240,Angola,1998-08-15T00:00:00,2019,34,https://cdn.nba.com/headshots/nba/latest/1040x760/1628981.png,2024-25,Carreer,
1631121,00,0.0,118,21,1700.0,185,446,0.414798206278,60,186,0.322580645161,131,171,0.766081871345,39,159,198,107,37,16,77,125,561,Bryce McGowens,Trail Blazers,Portland,Guard,6-6,190,USA,2002-11-08T00:00:00,2022,40,https://cdn.nba.com/headshots/nba/latest/1040x760/1631121.png,2024-25,Carreer,
1642267,00,0.0,82,57,2457.0,300,748,0.401069518716,138,407,0.339066339066,69,85,0.811764705882,33,308,341,364,54,21,141,190,807,Bub Carrington,Wizards,Washington,Guard,6-4,190,USA,2005-07-21T00:00:00,2024,14,https://cdn.nba.com/headshots/nba/latest/1040x760/1642267.png,2024-25,Carreer,
1627741,00,0.0,714,434,20179.0,3887,8986,0.432561762742,2127,5357,0.397050588015,831,969,0.857585139318,527,2409,2936,1775,614,227,1155,1446,10732,Buddy Hield,Warriors,Golden State,Guard,6-4,220,Bahamas,1992-12-17T00:00:00,2016,6,https://cdn.nba.com/headshots/nba/latest/1040x760/1627741.png,2024-25,Carreer,
203468,00,0.0,787,690,25264.0,5871,12966,0.452799629801,1989,5011,0.396926761125,1683,2107,0.798766018035,508,2359,2867,3005,704,326,1426,1657,15414,CJ McCollum,Pelicans,New Orleans,Guard,6-3,190,USA,1991-09-19T00:00:00,2013,10,https://cdn.nba.com/headshots/nba/latest/1040x760/203468.png,2024-25,Carreer,
1630595,00,0.0,208,208,7014.0,1730,3879,0.445991234854,399,1177,0.338997451146,729,855,0.852631578947,159,962,1121,1530,215,125,794,582,4588,Cade Cunningham,Pistons,Detroit,Guard,6-6,220,USA,2001-09-25T00:00:00,2021,1,https://cdn.nba.com/headshots/nba/latest/1040x760/1630595.png,2024-25,Carreer,
1631216,00,0.0,168,23,2415.0,226,578,0.391003460207,182,489,0.372188139059,51,61,0.83606557377,81,177,258,94,49,17,47,186,685,Caleb Houstan,Magic,Orlando,Guard,6-8,205,Canada,2003-01-09T00:00:00,2022,32,https://cdn.nba.com/headshots/nba/latest/1040x760/1631216.png,2024-25,Carreer,
1628997,00,0.0,311,112,7559.0,965,2161,0.44655252198,317,888,0.356981981981,358,488,0.733606557377,326,885,1211,509,271,132,311,556,2605,Caleb Martin,Mavericks,Dallas,Forward,6-5,205,USA,1995-09-28T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1628997.png,2024-25,Carreer,
1642353,00,0.0,13,0,58.0,7,24,0.291666666666,2,13,0.153846153846,2,4,0.5,3,9,12,6,5,1,2,4,18,Cam Christie,Clippers,LA,Guard,6-6,190,USA,2005-07-24T00:00:00,2024,46,https://cdn.nba.com/headshots/nba/latest/1040x760/1642353.png,2024-25,Carreer,
1629629,00,0.0,254,116,5876.0,742,1865,0.397855227882,277,861,0.321718931475,390,475,0.821052631578,144,534,678,297,261,90,277,439,2151,Cam Reddish,,,Forward-Guard,6-7,217,USA,1999-09-01T00:00:00,2019,10,https://cdn.nba.com/headshots/nba/latest/1040x760/1629629.png,2024-25,Carreer,
1642285,00,0.0,25,1,252.0,34,82,0.414634146341,19,52,0.365384615384,19,19,1.0,12,18,30,34,9,1,6,23,106,Cam Spencer,Grizzlies,Memphis,Guard,6-4,205,USA,2000-04-06T00:00:00,2024,53,https://cdn.nba.com/headshots/nba/latest/1040x760/1642285.png,2024-25,Carreer,
1630560,00,0.0,215,80,4979.0,1144,2603,0.439492892815,310,898,0.345211581291,657,764,0.859947643979,67,486,553,442,113,33,304,303,3255,Cam Thomas,Nets,Brooklyn,Guard,6-3,210,Japan,2001-10-13T00:00:00,2021,27,https://cdn.nba.com/headshots/nba/latest/1040x760/1630560.png,2024-25,Carreer,
1641715,00,0.0,98,5,1706.0,391,870,0.449425287356,144,403,0.357320099255,130,184,0.70652173913,80,251,331,82,61,30,92,108,1056,Cam Whitmore,Rockets,Houston,Forward,6-7,230,USA,2004-07-08T00:00:00,2023,20,https://cdn.nba.com/headshots/nba/latest/1040x760/1641715.png,2024-25,Carreer,
1629661,00,0.0,340,181,9021.0,1512,3335,0.453373313343,789,2014,0.391757696127,582,684,0.850877192982,267,1075,1342,664,282,106,312,578,4395,Cameron Johnson,Nets,Brooklyn,Forward,6-8,210,USA,1996-03-03T00:00:00,2019,11,https://cdn.nba.com/headshots/nba/latest/1040x760/1629661.png,2024-25,Carreer,
1626166,00,0.0,477,71,8356.0,1400,3339,0.41928721174,547,1486,0.368102288021,356,426,0.835680751173,134,817,951,1527,302,98,527,801,3703,Cameron Payne,Knicks,New York,Guard,6-3,183,USA,1994-08-08T00:00:00,2015,14,https://cdn.nba.com/headshots/nba/latest/1040x760/1626166.png,2024-25,Carreer,
1627747,00,0.0,524,223,14550.0,2692,6159,0.437083942198,779,2257,0.345148427115,1111,1509,0.736249171636,369,1612,1981,2105,548,198,918,1034,7274,Caris LeVert,Hawks,Atlanta,Guard,6-6,205,USA,1994-08-25T00:00:00,2016,20,https://cdn.nba.com/headshots/nba/latest/1040x760/1627747.png,2024-25,Carreer,
1629646,00,0.0,113,3,1256.0,214,339,0.631268436578,3,13,0.230769230769,57,88,0.647727272727,176,307,483,93,43,97,87,187,488,Charles Bassey,Spurs,San Antonio,Center-Forward,6-10,230,Nigeria,2000-10-28T00:00:00,2021,53,https://cdn.nba.com/headshots/nba/latest/1040x760/1629646.png,2024-25,Carreer,
1631096,00,0.0,114,114,3289.0,672,1294,0.519319938176,173,465,0.372043010752,319,409,0.779951100244,177,728,905,263,76,261,187,269,1836,Chet Holmgren,Thunder,Oklahoma City,Center-Forward,7-1,208,USA,2002-05-01T00:00:00,2022,2,https://cdn.nba.com/headshots/nba/latest/1040x760/1631096.png,2024-25,Carreer,
1628449,00,0.0,407,23,7216.0,1284,2629,0.488398630658,371,1096,0.338503649635,673,864,0.778935185185,708,1376,2084,201,197,384,221,764,3612,Chris Boucher,Raptors,Toronto,Forward,6-9,200,Saint Lucia,1993-01-11T00:00:00,Undrafted,Undrafted,https://cdn.nba.com/headshots/nba/latest/1040x760/1628449.png,2024-25,Carreer,
1630537,00,0.0,177,62,3232.0,483,1190,0.405882352941,199,571,0.348511383537,183,225,0.813333333333,91,376,467,231,109,27,158,247,1348,Chris Duarte,,,Guard,6-5,190,Dominican Republic,1997-06-13T00:00:00,2021,13,https://cdn.nba.com/headshots/nba/latest/1040x760/1630537.png,2024-25,Carreer,
1641753,00,0.0,42,1,196.0,20,49,0.408163265306,1,13,0.076923076923,15,20,0.75,13,43,56,10,7,0,11,23,56,Chris Livingston,Bucks,Milwaukee,Forward,6-6,220,USA,2003-10-15T00:00:00,2023,58,https://cdn.nba.com/headshots/nba/latest/1040x760/1641753.png,2024-25,Carreer,
101108,00,0.0,1354,1314,45607.0,8147,17352,0.469513600737,1860,5029,0.369854841916,4857,5579,0.870586126545,792,5186,5978,12499,2717,222,3093,3185,23011,Chris Paul,Spurs,San Antonio,Guard,6-0,175,USA,1985-05-06T00:00:00,2005,4,https://cdn.nba.com/headshots/nba/latest/1040x760/101108.png,2024-25,Carreer,
